0	0.367879441171
1	0.367879441171
2	0.183939720586
3	0.0613132401952
4	0.0153283100488
5	0.00306566200976
6	0.000510943668294
7	7.29919526134e-05
8	9.12399407667e-06
9	1.01377711963e-06
10	1.01377711963e-07
11	9.216155633e-09
12	7.68012969417e-10
13	5.90779207244e-11
14	4.21985148031e-12
15	2.81323432021e-13
16	1.75827145013e-14
17	1.03427732361e-15
18	5.74598513114e-17
19	3.0242027006e-18



0	0.00673794699909
1	0.0336897349954
2	0.0842243374886
3	0.140373895814
4	0.175467369768
5	0.175467369768
6	0.14622280814
7	0.104444862957
8	0.0652780393482
9	0.0362655774156
10	0.0181327887078
11	0.00824217668537
12	0.00343424028557
13	0.0013208616483
14	0.000471736302963
15	0.000157245434321
16	4.91391982253e-05
17	1.44527053604e-05
18	4.01464037789e-06
19	1.05648430997e-06



0	4.53999297625e-05
1	0.000453999297625
2	0.00226999648812
3	0.00756665496041
4	0.018916637401
5	0.0378332748021
6	0.0630554580035
7	0.0900792257192
8	0.112599032149
9	0.125110035721
10	0.125110035721
11	0.11373639611
12	0.0947803300918
13	0.0729079462244
14	0.052077104446
15	0.0347180696307
16	0.0216987935192
17	0.0127639961878
18	0.0070911089932
19	0.003732162628



